"ciudad","actividad_industrial","usa_agua_proceso","tratamiento_aguas","costo_mantenimiento_tratamiento","fuente_agua","volumen_consumido_m3","costo_consumo_mensual","numero_empleados"
"Manta","plásticos","sí","sí",1077.9,"pozo y río",901.3,654.59,89
"Loja","química","no","no",NA,"red municipal y pozo",664.6,637.53,101
"Quito","química","sí","no",NA,"red municipal",2181.44318599347,1956.4829976781,302
"Manta","procesamiento de alimentos","sí","sí",2481.4,"río",760.2,588.9,84
"Quito","química","sí","sí",1411.88,"red municipal y pozo",898.6,832.37,98
"Ambato","metalmecánica","sí","no",NA,"pozo y río",936.1,1074.9,83
"Ambato","metalmecánica","sí","sí",1405.91,"pozo y río",754.7,798.71,75
"Quito","textil","sí","sí",2000.2,"red municipal",988.8,1038.02,74
"Manta","farmacéutica","sí","sí",2326.87,"pozo y río",911.5,806.86,103
"Guayaquil","metalmecánica","no","sí",1447.72,"red municipal",642,562.56,77
"Cuenca","procesamiento de alimentos","no","sí",1926.13,"red municipal y pozo",527.8,456.11,80
"Cuenca","farmacéutica","sí","sí",2131.03,"red municipal",899.4,991.95,96
"Quito","química","no","no",NA,"pozo",666.7,762.95,88
"Guayaquil","plásticos","sí","sí",2092.93,"red municipal y río",892.6,728.93,79
"Ambato","plásticos","sí","sí",1527.63,"río",1057.7,1084.24,90
"Loja","textil","sí","no",NA,"pozo y río",876.3,951.64,76
"Manta","metalmecánica","sí","no",NA,"red municipal y río",896,685.69,82
"Ambato","procesamiento de alimentos","no","sí",855.99,"pozo",1070.3,1106.93,82
"Manta","textil","sí","sí",861.75,"red municipal",862.6,734.49,86
"Ambato","química","no","sí",2068.24,"red municipal",872.6,931.73,97
"Ambato","farmacéutica","sí","sí",1840.23,"red municipal y pozo y río",1039.1,950.26,88
"Manta","metalmecánica","sí","sí",1508.88,"red municipal y pozo",993.6,678.33,82
"Manta","metalmecánica","sí","no",NA,"red municipal y pozo",859.1,698.76,94
"Loja","química","no","sí",1614.29,"red municipal",757.2,763,90
"Guayaquil","textil","sí","no",NA,"red municipal y río",663,469.66,76
"Guayaquil","farmacéutica","sí","sí",1106.07,"pozo",781.3,594.33,90
"Loja","procesamiento de alimentos","sí","no",NA,"red municipal y río",925,938.64,90
"Loja","plásticos","sí","sí",1047.66,"pozo y río",1088.8,1098.51,92
"Guayaquil","procesamiento de alimentos","no","sí",1271.43,"pozo y río",458.9,343,75
"Loja","farmacéutica","sí","sí",1154.27,"pozo y río",788.9,891.53,102
"Quito","textil","no","no",NA,"red municipal",765.5,697.7,74
"Ambato","metalmecánica","sí","sí",1134.89,"pozo",940.7,884.03,91
"Guayaquil","farmacéutica","sí","sí",1688.84,"pozo",827.7,578.46,78
"Cuenca","metalmecánica","no","sí",1067.68,"pozo",421,482.02,68
"Loja","procesamiento de alimentos","no","sí",983.03,"río",579.3,572.74,74
"Manta","procesamiento de alimentos","sí","sí",1949.13,"red municipal",1047.1,884.07,101
"Guayaquil","plásticos","sí","no",NA,"red municipal",1012.8,688.72,85
"Cuenca","farmacéutica","sí","no",NA,"red municipal y río",1061.7,1044.2,87
"Ambato","plásticos","no","no",NA,"red municipal",593.5,620.93,77
"Cuenca","metalmecánica","sí","sí",1779.21,"red municipal",647.3,557.75,86
"Manta","química","sí","no",NA,"red municipal y río",612.2,497.56,87
"Manta","química","no","sí",1261.47,"red municipal y pozo",741.8,487.47,84
"Ambato","química","sí","sí",1982.6,"pozo",660.1,578.19,79
"Guayaquil","metalmecánica","sí","no",NA,"pozo",951.1,823.08,80
"Ambato","farmacéutica","sí","sí",2034.27,"red municipal",1055.7,1083.56,79
"Loja","metalmecánica","sí","sí",622.78,"red municipal",740.5,840.09,80
"Loja","metalmecánica","sí","sí",1654.64,"red municipal",834.8,848.07,101
"Cuenca","plásticos","sí","sí",1768.39,"río",830.6,916.35,94
"Ambato","metalmecánica","sí","sí",857.98,"red municipal y río",844.8,721.46,81
"Manta","química","no","no",NA,"pozo",677.5,541.69,101
"Quito","plásticos","sí","no",NA,"red municipal",853.7,823.12,82
"Cuenca","metalmecánica","no","no",NA,"pozo",606.8,669.84,91
"Manta","metalmecánica","sí","no",NA,"red municipal y pozo",622.5,468.61,83
"Cuenca","plásticos","no","sí",1748.06,"pozo",820.8,705.99,103
"Quito","procesamiento de alimentos","sí","no",NA,"red municipal",1125.6,1064.02,86
"Cuenca","metalmecánica","sí","no",NA,"red municipal y pozo",997.7,925.02,70
"Ambato","procesamiento de alimentos","sí","no",NA,"red municipal y pozo",753,683.62,77
"Guayaquil","farmacéutica","sí","no",NA,"pozo y río",967.8,896.47,93
"Manta","química","sí","sí",1901.66,"red municipal",970,745.5,100
"Quito","química","sí","no",NA,"red municipal",968.9,945.17,77
"Ambato","procesamiento de alimentos","sí","sí",2919.65735219631,"río",2081.56358148186,1751.91524266747,280
"Manta","procesamiento de alimentos","sí","no",NA,"pozo",908.8,802.03,89
"Manta","procesamiento de alimentos","sí","sí",661.27,"red municipal",890.7,763.51,81
"Ambato","farmacéutica","sí","no",NA,"red municipal y pozo",810.4,811.54,86
"Loja","metalmecánica","sí","sí",1469.79,"red municipal",783.2,863.8,88
"Quito","textil","sí","sí",1734.72,"pozo",990.6,892.49,75
"Ambato","plásticos","sí","no",NA,"pozo y río",856.8,794.04,79
"Ambato","textil","sí","no",NA,"pozo y río",858.4,735.65,95
"Quito","química","sí","no",NA,"red municipal y río",862.3,742.36,66
"Cuenca","procesamiento de alimentos","sí","sí",2077.59,"red municipal y pozo",1047.9,1045.86,79
"Quito","farmacéutica","sí","no",NA,"red municipal",880.4,935.25,79
"Manta","procesamiento de alimentos","sí","no",NA,"red municipal y río",861.3,601.4,78
"Manta","procesamiento de alimentos","sí","no",NA,"red municipal",1658.38632386217,1176.54708807612,360
"Cuenca","plásticos","sí","no",NA,"río",866.2,897.42,76
"Cuenca","textil","no","no",NA,"río",387.4,424.47,90
"Manta","procesamiento de alimentos","sí","no",NA,"red municipal y pozo",750.6,670.07,89
"Loja","plásticos","sí","sí",1193.07,"red municipal",819.6,754.67,108
"Manta","textil","sí","sí",965.8,"red municipal",866.9,758.21,87
"Quito","farmacéutica","sí","sí",1185.82,"pozo",872.3,791.47,80
"Loja","farmacéutica","sí","no",NA,"pozo",613.7,554.76,93
"Manta","farmacéutica","sí","sí",1186.53,"pozo y río",919.5,618.11,75
"Manta","metalmecánica","sí","sí",1725.51,"red municipal y río",796.4,539.91,103
"Guayaquil","química","sí","sí",1296.53,"red municipal",807.7,726.56,82
"Loja","procesamiento de alimentos","sí","sí",2365.4,"pozo",964.6,873.03,110
"Loja","procesamiento de alimentos","sí","no",NA,"red municipal y río",891.8,780.99,92
"Cuenca","textil","sí","sí",1715.41,"pozo",896.2,991.63,97
"Loja","plásticos","sí","no",NA,"red municipal",1265.9,1391.86,76
"Loja","plásticos","sí","sí",1365.83,"red municipal y río",867.2,787.55,83
"Cuenca","metalmecánica","sí","sí",2373.84,"pozo y río",1107.5,1198.42,92
"Loja","metalmecánica","sí","no",NA,"río",973.3,1106.57,96
"Guayaquil","metalmecánica","no","sí",886.66,"red municipal y pozo y río",485.5,404.32,77
"Cuenca","farmacéutica","sí","sí",1979.15,"río",862.7,977.81,82
"Loja","procesamiento de alimentos","sí","sí",1546.01,"red municipal",990.6,1133.62,68
"Quito","procesamiento de alimentos","sí","sí",1715.89,"red municipal",689.5,610.87,69
"Quito","textil","no","sí",4039.26726624301,"pozo",1663.92945473872,1454.43462908357,230
"Ambato","procesamiento de alimentos","sí","no",NA,"pozo",929.2,858.67,78
"Ambato","textil","sí","sí",1490.93,"red municipal",950,988.41,72
"Ambato","farmacéutica","no","no",NA,"red municipal y río",766.9,755.23,92
"Loja","plásticos","sí","no",NA,"red municipal",1211.4,1051.15,101
"Manta","procesamiento de alimentos","sí","sí",1959.45,"red municipal y pozo",952.1,757.02,86
"Guayaquil","química","sí","no",NA,"red municipal",936.3,859.72,103
"Guayaquil","farmacéutica","sí","no",NA,"pozo y río",1167.7,885.61,86
"Ambato","farmacéutica","sí","sí",639.69,"red municipal y pozo",865.6,916.04,74
"Loja","plásticos","sí","sí",2214.33,"red municipal",1049.9,931.36,89
"Quito","metalmecánica","sí","no",NA,"red municipal",955.2,1063.94,82
"Ambato","plásticos","no","sí",1139.4,"red municipal y río",593.3,530.9,99
"Manta","plásticos","sí","sí",1658.15,"red municipal y pozo",787.5,515.46,82
"Loja","farmacéutica","no","sí",536.98,"red municipal y río",565.6,619.29,75
"Quito","plásticos","sí","sí",1547.52,"red municipal y río",642.4,632.9,81
"Cuenca","plásticos","sí","sí",981.73,"río",915.1,948.54,85
"Guayaquil","farmacéutica","sí","sí",1336.76,"pozo y río",1033.3,898.31,88
"Manta","metalmecánica","no","sí",1436.38,"red municipal",468.8,318.74,83
"Manta","farmacéutica","sí","sí",2104.08,"red municipal y pozo",927.2,787.74,103
"Loja","textil","no","sí",1696.95,"río",644.9,579.21,77
"Cuenca","farmacéutica","sí","sí",1524.12,"pozo",1072.9,1023.87,80
"Cuenca","metalmecánica","no","no",NA,"red municipal",736.3,803.64,91
"Loja","textil","sí","no",NA,"red municipal",1007.1,892.47,82
"Guayaquil","farmacéutica","sí","no",NA,"red municipal y pozo y río",851.3,612.6,81
"Quito","plásticos","sí","no",NA,"pozo y río",964.3,1074.93,99
"Quito","farmacéutica","sí","no",NA,"pozo",908.7,885.08,69
"Guayaquil","textil","sí","no",NA,"red municipal",782.8,677.35,89
"Guayaquil","plásticos","sí","sí",1070.99,"red municipal y río",1102.5,844.38,91
"Guayaquil","procesamiento de alimentos","sí","no",NA,"red municipal y río",898.8,597.55,81
"Ambato","textil","sí","sí",799.31,"red municipal",794.3,739.72,74
"Manta","procesamiento de alimentos","no","no",NA,"río",602.8,509.94,92
"Guayaquil","farmacéutica","no","no",NA,"red municipal",573.7,404.32,73
"Cuenca","plásticos","sí","sí",1644.55,"red municipal y pozo",942.8,846.2,89
"Ambato","metalmecánica","sí","sí",755.23,"pozo",987.1,963.73,83
"Cuenca","procesamiento de alimentos","no","sí",1846.22,"pozo y río",502,496.5,95
"Guayaquil","metalmecánica","sí","sí",1291.28,"pozo",901.4,614.87,65
"Manta","farmacéutica","sí","sí",1215.17,"red municipal",923.6,630.77,78
"Cuenca","textil","sí","no",NA,"red municipal",1032.6,1179.59,85
"Manta","plásticos","sí","sí",2397.33,"red municipal y pozo",1103.9,730.94,85
"Loja","plásticos","sí","no",NA,"pozo y río",876.8,768.57,85
"Quito","química","sí","sí",2030.41,"red municipal",908.6,888.64,85
"Quito","química","sí","no",NA,"pozo y río",738.7,683.28,91
"Loja","química","no","sí",1778.88,"red municipal",668.6,761.56,76
"Quito","metalmecánica","sí","no",NA,"pozo y río",965.7,950.44,78
"Cuenca","metalmecánica","no","sí",1319.19,"red municipal y pozo",726.3,720.91,83
"Loja","procesamiento de alimentos","sí","sí",479.75,"pozo",1051.4,1163.64,83
"Guayaquil","textil","sí","sí",2593.7,"red municipal",838.4,579.01,79
"Manta","química","sí","no",NA,"red municipal y pozo",823,677.15,88
"Ambato","procesamiento de alimentos","sí","sí",2145.44,"río",986.5,1082.35,68
"Quito","química","sí","no",NA,"red municipal",749.7,676.85,83
"Ambato","metalmecánica","sí","no",NA,"red municipal y pozo",920.5,1052,92
"Cuenca","farmacéutica","sí","sí",1458.97,"red municipal y pozo y río",871.5,950.12,86
"Manta","farmacéutica","sí","sí",1055.09,"río",919.4,740.05,78
"Manta","farmacéutica","sí","sí",1060.47,"red municipal y pozo",933.7,684.06,71
"Guayaquil","procesamiento de alimentos","sí","sí",1573.9,"red municipal",1006.1,784.08,91
"Manta","metalmecánica","sí","sí",1046.91,"red municipal y río",886.8,754.68,80
"Quito","farmacéutica","sí","no",NA,"red municipal",876,804.86,73
"Manta","procesamiento de alimentos","no","sí",1879.1,"río",559.6,399.94,95
"Ambato","farmacéutica","no","sí",2042.42,"red municipal y pozo",819.7,806.47,80
"Quito","farmacéutica","no","sí",2461.39,"red municipal y pozo",579.8,626.56,81
"Manta","química","sí","no",NA,"pozo",767.3,672.89,76
"Quito","textil","sí","no",NA,"pozo",976.1,879.34,74
"Loja","plásticos","sí","sí",1866.38,"pozo",834.6,749.46,75
"Ambato","textil","sí","sí",1334.42,"red municipal",878.2,952.97,81
"Guayaquil","procesamiento de alimentos","sí","sí",1617.6,"red municipal y río",906.4,612.92,92
"Manta","procesamiento de alimentos","sí","sí",1613.29,"red municipal y río",983.8,909.63,77
"Quito","química","no","sí",1859.27,"pozo",597.4,644.61,88
"Loja","metalmecánica","sí","no",NA,"red municipal",834.7,953.08,86
"Loja","farmacéutica","sí","sí",1547.48,"red municipal y pozo",1042.6,1009.35,82
"Manta","química","sí","sí",952.3,"red municipal y río",905.3,636.08,85
"Manta","farmacéutica","sí","sí",1375.86,"pozo",842.9,648.82,85
"Ambato","farmacéutica","no","no",NA,"red municipal",576.9,619.71,88
"Ambato","plásticos","sí","sí",927.19,"red municipal",996.3,1034.42,79
"Manta","procesamiento de alimentos","no","no",NA,"red municipal y pozo",640.3,523.47,90
"Manta","textil","sí","no",NA,"red municipal y pozo",797.8,667.55,96
"Quito","farmacéutica","sí","sí",1303.3,"red municipal y río",907.2,920.61,80
"Cuenca","procesamiento de alimentos","sí","no",NA,"red municipal",1226.5,1078.57,87
"Cuenca","metalmecánica","sí","sí",605.69,"pozo",833,943.21,90
"Quito","textil","sí","sí",1970.56,"red municipal y pozo y río",925,923.44,73
"Loja","metalmecánica","sí","no",NA,"pozo",955.8,953.4,110
"Guayaquil","metalmecánica","sí","sí",1107.1,"red municipal",842.4,694.6,107
"Guayaquil","plásticos","sí","no",NA,"pozo y río",889.5,786.25,95
"Guayaquil","textil","sí","no",NA,"red municipal y río",1045.2,750.56,71
"Cuenca","química","sí","no",NA,"pozo",795.3,717.43,88
"Guayaquil","química","no","sí",1396.94,"red municipal y pozo y río",625.6,531.6,81
"Quito","química","sí","no",NA,"red municipal",788.3,880.65,85
"Cuenca","farmacéutica","sí","sí",1040.69,"pozo",882.6,909.62,83
"Cuenca","textil","sí","sí",1506.14,"red municipal",690.9,677.79,97
"Loja","metalmecánica","sí","sí",1667.88,"red municipal",676.5,763.13,73
"Quito","farmacéutica","sí","sí",2545.61,"red municipal",850.3,904.42,90
"Manta","textil","sí","sí",2244.5,"red municipal",714.2,510.12,69
"Cuenca","plásticos","sí","no",NA,"red municipal",814.6,864.04,88
"Loja","procesamiento de alimentos","sí","no",NA,"red municipal y río",1084,1198.77,78
"Quito","textil","sí","sí",1963.95,"pozo",864.7,897.83,89
"Ambato","textil","sí","no",NA,"red municipal y río",820.5,715.38,86
"Loja","textil","sí","sí",1611.57,"red municipal",978.2,1107.22,80
"Quito","plásticos","no","sí",1888.26,"red municipal y río",483.3,436.64,79
"Ambato","textil","sí","sí",1420.83,"red municipal",766.8,668.86,81
"Cuenca","procesamiento de alimentos","sí","no",NA,"pozo",2007.20870537683,1582.46553191494,305
"Quito","metalmecánica","sí","no",NA,"río",720.5,632.83,78
"Ambato","farmacéutica","sí","no",NA,"red municipal y río",2179.81856739367,1972.13332311291,256
"Quito","química","sí","sí",893.07,"pozo",895.6,954.41,85
"Ambato","metalmecánica","sí","sí",1099.74,"red municipal y pozo",699,787.34,72
"Manta","procesamiento de alimentos","sí","sí",1550.23,"pozo",633,508.76,92
"Manta","textil","sí","sí",1306.77,"pozo",884.5,717.02,75
"Ambato","plásticos","sí","sí",1917.04,"pozo y río",899.4,1022.08,90
"Quito","procesamiento de alimentos","sí","no",NA,"red municipal",880.2,889.77,68
"Loja","textil","no","no",NA,"pozo",841,842.85,88
"Loja","química","sí","no",NA,"pozo",903.1,966.14,88
"Loja","farmacéutica","sí","no",NA,"red municipal y pozo",706,720.57,68
"Guayaquil","metalmecánica","sí","no",NA,"pozo",969.6,775.84,70
"Loja","procesamiento de alimentos","sí","sí",1309.83,"río",937.1,1022.55,86
"Manta","química","sí","sí",2635.7,"red municipal y pozo",796,568.31,98
"Quito","plásticos","sí","sí",1743.8,"red municipal y pozo",940.6,856.27,84
"Cuenca","textil","sí","no",NA,"red municipal",819.4,754.37,102
"Guayaquil","plásticos","sí","sí",1267.82,"río",802.6,727.28,79
"Manta","textil","sí","no",NA,"pozo",1009.5,807.66,79
"Guayaquil","metalmecánica","no","no",NA,"pozo",618.8,582.48,101
"Manta","metalmecánica","no","no",NA,"red municipal y pozo",667.4,490.81,91
"Guayaquil","farmacéutica","sí","sí",860.58,"pozo",754.4,536.39,87
"Guayaquil","farmacéutica","sí","sí",1405.52,"red municipal y pozo y río",591.9,511.65,86
"Quito","química","sí","sí",1403.7,"río",851.4,763.23,87
"Ambato","farmacéutica","sí","sí",3406.76192344075,"pozo y río",2354.91465730872,2203.28564765558,228
"Guayaquil","procesamiento de alimentos","sí","no",NA,"red municipal y río",859.6,612.25,83
"Cuenca","plásticos","sí","sí",864.55,"red municipal",796.2,835.41,92
"Ambato","metalmecánica","sí","sí",2498.1,"red municipal",863.2,860.7,94
"Manta","farmacéutica","sí","no",NA,"red municipal",866.1,680.88,93
"Ambato","química","sí","no",NA,"red municipal y río",776.2,772.32,83
"Cuenca","plásticos","sí","no",NA,"red municipal y río",989.8,897.11,85
"Ambato","química","sí","no",NA,"río",938.5,825.51,78
"Ambato","procesamiento de alimentos","sí","sí",1703.25,"red municipal",784.2,864.27,83
"Cuenca","química","sí","sí",2156.32,"pozo",849.8,750.41,88
"Quito","procesamiento de alimentos","no","no",NA,"red municipal",2482.33745834532,1925.10677928933,284
"Manta","metalmecánica","sí","sí",849.44,"red municipal",1043,787.06,87
"Cuenca","química","sí","sí",2399.73,"río",829,930.85,80
"Cuenca","metalmecánica","sí","sí",2422.91,"río",857.9,742.41,91
"Loja","procesamiento de alimentos","no","no",NA,"red municipal",571.1,615.2,74
"Ambato","textil","no","sí",1108.73,"pozo y río",648.1,640.27,92
"Manta","procesamiento de alimentos","sí","no",NA,"red municipal y pozo",828.7,547.26,99
"Loja","textil","sí","no",NA,"red municipal",988.8,1065.37,80
"Manta","textil","no","no",NA,"red municipal y pozo",556.8,520.26,73
"Loja","plásticos","sí","sí",2453.65,"red municipal y pozo",1034,913.34,79
"Guayaquil","procesamiento de alimentos","sí","sí",776.86,"red municipal",789.1,690.14,92
"Manta","textil","sí","sí",1484.69,"red municipal",781.7,550.55,84
"Loja","metalmecánica","sí","no",NA,"pozo",799.1,848.44,85
"Ambato","textil","no","sí",640.35,"red municipal",628.3,657.16,74
"Loja","farmacéutica","no","no",NA,"pozo y río",954.5,896.75,83
"Manta","textil","sí","sí",1333.08,"río",884.2,604.75,101
"Loja","procesamiento de alimentos","no","sí",1114.04,"pozo y río",765,863.86,84
"Loja","procesamiento de alimentos","sí","sí",1731.04,"red municipal",834,813.46,88
"Ambato","plásticos","sí","sí",1693.14,"río",929.9,1001.28,98
"Manta","textil","sí","no",NA,"red municipal y pozo",794,563.03,63
"Loja","farmacéutica","sí","no",NA,"red municipal",1042.2,1186.52,85
"Ambato","plásticos","sí","sí",1142.18,"río",966.3,915.57,92
"Cuenca","química","sí","sí",1153.66,"red municipal",735.3,632.53,78
"Loja","metalmecánica","no","no",NA,"red municipal y río",499.3,434.49,77
"Manta","farmacéutica","sí","sí",2212.24,"red municipal y pozo y río",965.8,663.25,88
"Quito","farmacéutica","sí","sí",1772.57,"río",987.1,840.71,89
"Ambato","procesamiento de alimentos","no","sí",1447.65,"red municipal y río",859.8,977.31,87
"Loja","metalmecánica","sí","sí",2466.43,"red municipal",907.6,793.14,95
"Quito","química","sí","sí",1803.6,"red municipal",787.1,769.96,97
"Ambato","metalmecánica","sí","no",NA,"red municipal",682.3,675.11,76
"Loja","química","sí","no",NA,"red municipal",891.3,844.31,88
"Quito","plásticos","sí","sí",881,"red municipal y pozo",1105.5,1054.46,86
"Ambato","procesamiento de alimentos","sí","no",NA,"red municipal",666,594.64,77
"Ambato","plásticos","sí","sí",368.02,"red municipal y río",743.2,640.06,81
"Quito","plásticos","sí","sí",772.47,"pozo y río",911,970.72,96
"Loja","textil","sí","sí",1301.99,"red municipal",1033.6,906.15,85
"Ambato","farmacéutica","no","sí",750.19,"red municipal",443.1,489.06,77
"Guayaquil","química","sí","sí",1640.52,"red municipal",809.4,713.76,77
"Loja","textil","no","sí",711.06,"red municipal",692.4,635.87,96
"Manta","procesamiento de alimentos","sí","sí",1935.49,"pozo",939.4,891.27,79
"Guayaquil","plásticos","sí","sí",1704.49,"pozo",1014.1,836.56,90
"Loja","procesamiento de alimentos","no","sí",1022.97,"red municipal y río",428.9,430.98,71
"Loja","procesamiento de alimentos","sí","sí",1084.53,"red municipal y pozo",706.8,667.6,84
"Ambato","química","sí","sí",1385.7,"red municipal y pozo",763.1,792.04,74
"Ambato","farmacéutica","no","sí",911.41,"pozo y río",781.7,724.62,108
"Manta","química","sí","no",NA,"pozo",724.2,682.09,81
"Cuenca","textil","sí","sí",4001.20419303087,"red municipal y pozo",1846.24890628189,1290.09056196231,185
"Loja","textil","sí","no",NA,"red municipal",924.8,963.93,83
"Quito","procesamiento de alimentos","sí","sí",1813.24,"pozo y río",960.5,1030.06,77
"Quito","procesamiento de alimentos","no","sí",1947.18,"pozo y río",678.8,612.46,80
"Cuenca","procesamiento de alimentos","sí","no",NA,"red municipal y río",1014.8,1014.24,84
"Loja","metalmecánica","sí","no",NA,"red municipal y pozo",764.7,868.35,73
"Guayaquil","textil","sí","no",NA,"red municipal",927.5,874.27,91
"Cuenca","farmacéutica","no","no",NA,"red municipal y pozo",896.4,1019.93,74
"Guayaquil","farmacéutica","sí","no",NA,"pozo",656.7,502.61,96
"Ambato","metalmecánica","no","sí",1286.28,"río",921,797.33,81
"Quito","farmacéutica","sí","sí",2088.84,"pozo",934.9,1045.21,80
"Cuenca","plásticos","sí","no",NA,"pozo y río",676.8,583.94,69
"Loja","metalmecánica","sí","sí",2089.73,"red municipal y río",821.6,818.94,79
"Quito","metalmecánica","sí","no",NA,"pozo y río",878.2,851.27,88
"Manta","metalmecánica","sí","no",NA,"red municipal y pozo",661.2,443.44,74
"Cuenca","plásticos","sí","sí",1952.42,"red municipal y pozo",999,1022.15,77
"Manta","química","sí","sí",1405.54,"río",867.7,775.52,84
"Ambato","química","sí","no",NA,"red municipal y río",806.3,716.22,83
"Loja","textil","sí","no",NA,"pozo",1079.9,1149.18,93
"Cuenca","química","sí","sí",1549.21,"red municipal",978,1067.73,82
"Cuenca","farmacéutica","no","no",NA,"red municipal",666,588.45,87
"Cuenca","química","no","no",NA,"pozo y río",784.6,788.34,93
"Ambato","procesamiento de alimentos","sí","sí",1340.92,"red municipal y pozo y río",862.6,789.28,99
"Quito","química","sí","sí",1395.09,"red municipal",623.2,636.65,87
"Guayaquil","textil","sí","sí",848.2,"red municipal y río",863.8,798.68,80
"Quito","plásticos","sí","sí",2136.42,"río",753.5,673.28,77
"Guayaquil","farmacéutica","sí","sí",2335.13,"pozo y río",576.6,530.43,83
"Manta","textil","no","no",NA,"río",645.2,560.54,97
"Loja","farmacéutica","sí","no",NA,"río",993,998.77,89
"Loja","farmacéutica","sí","no",NA,"red municipal",829,943,89
"Guayaquil","metalmecánica","sí","sí",1104.81,"pozo y río",804.4,719.63,71
"Quito","química","no","sí",662.01,"red municipal",684.6,683.38,81
"Manta","plásticos","sí","sí",2375.23,"red municipal y pozo",890.5,685.29,74
"Guayaquil","farmacéutica","sí","no",NA,"red municipal",707.9,567.77,92
"Manta","textil","sí","no",NA,"pozo y río",867.2,677.85,76
"Ambato","metalmecánica","sí","sí",1394.07,"red municipal y pozo",988.1,1049.49,84
"Loja","química","sí","no",NA,"red municipal",664.6,731.32,76
"Loja","plásticos","sí","sí",1595.51,"red municipal",882.1,752.73,85
"Loja","procesamiento de alimentos","sí","no",NA,"red municipal y pozo",834.9,895.16,65
"Guayaquil","textil","no","sí",1780.27,"pozo y río",706.5,670.81,74
"Ambato","procesamiento de alimentos","no","sí",1452.38,"red municipal y pozo",433.5,451.27,59
"Quito","procesamiento de alimentos","no","sí",1905.25,"red municipal y pozo",748.9,849.2,82
"Guayaquil","química","sí","no",NA,"río",753.8,677.22,94
"Loja","química","sí","no",NA,"pozo",2446.62472906737,2042.77506601207,222
"Quito","metalmecánica","sí","no",NA,"red municipal",1598.92089637248,1640.34837414621,328
"Quito","textil","sí","sí",1499.93,"red municipal y río",694.7,714.63,91
"Loja","metalmecánica","sí","sí",662.46,"pozo",1084.3,1128.31,75
"Guayaquil","química","no","no",NA,"red municipal y pozo",667.9,518.83,94
"Loja","textil","sí","sí",2318.56,"red municipal y pozo",812.1,709.46,102
"Manta","plásticos","sí","sí",1193.25,"red municipal",962.8,912.48,86
"Ambato","química","sí","sí",1579.55,"red municipal y pozo y río",912.8,951.39,82
"Manta","textil","sí","sí",1010.42,"red municipal",948.1,696.19,86
"Manta","metalmecánica","sí","sí",1552.76,"red municipal y pozo y río",889.8,735.86,91
"Ambato","farmacéutica","sí","no",NA,"red municipal y río",686.5,745.61,79
"Cuenca","metalmecánica","sí","no",NA,"pozo y río",1032,937.16,113
"Guayaquil","textil","sí","no",NA,"pozo",797.8,613.69,92
"Loja","plásticos","sí","no",NA,"red municipal",1045.8,1086.91,83
"Guayaquil","química","sí","sí",1612.36,"red municipal y pozo",833.7,624.19,75
"Cuenca","procesamiento de alimentos","no","no",NA,"red municipal",550.5,606.38,68
"Manta","textil","sí","sí",1303.4,"red municipal y río",999.8,776.6,92
"Loja","textil","sí","no",NA,"pozo",1529.08385792782,1357.1206300034,300
"Loja","metalmecánica","no","no",NA,"red municipal",694.1,640.3,76
"Cuenca","textil","sí","sí",2063.41,"red municipal",953.2,890.95,91
"Quito","procesamiento de alimentos","no","no",NA,"pozo",779.5,803.78,99
"Quito","textil","no","sí",2485.53,"río",289.2,307.66,74
"Manta","metalmecánica","sí","sí",1033.83,"red municipal",968,726.65,98
"Loja","metalmecánica","sí","no",NA,"red municipal y pozo",806.4,689.24,98
"Quito","farmacéutica","sí","no",NA,"red municipal",834.9,811.29,92
"Guayaquil","metalmecánica","sí","sí",959.52,"red municipal",988.8,870.45,75
"Manta","farmacéutica","sí","sí",1305.53,"red municipal",991.1,782.9,92
"Ambato","procesamiento de alimentos","no","sí",682.79,"pozo y río",926.7,903.85,75
"Ambato","farmacéutica","sí","sí",899.95,"red municipal y pozo",1133.8,1090.73,100
"Cuenca","procesamiento de alimentos","sí","no",NA,"red municipal y pozo",838.6,945.34,95
"Loja","procesamiento de alimentos","sí","no",NA,"red municipal y pozo y río",738.2,705.8,79
"Loja","procesamiento de alimentos","no","sí",1974.33,"pozo",724.8,624.6,80
"Ambato","procesamiento de alimentos","sí","sí",1703.51,"red municipal y río",909.8,1003.71,87
"Cuenca","plásticos","sí","no",NA,"río",1370.38018642762,1459.9869919378,383
"Manta","metalmecánica","sí","no",NA,"red municipal y pozo",924.8,798.87,76
"Ambato","plásticos","no","sí",2387.16,"pozo",857.3,759.14,83
"Ambato","procesamiento de alimentos","sí","no",NA,"red municipal",986,1062.46,93
"Loja","plásticos","sí","no",NA,"pozo",992.8,1035.11,75
"Quito","metalmecánica","sí","sí",1405.15,"pozo y río",774.2,781.75,61
"Ambato","farmacéutica","sí","no",NA,"río",768.1,705.38,73
"Cuenca","metalmecánica","no","no",NA,"río",634.8,576.63,89
"Cuenca","textil","sí","no",NA,"río",948.2,850.25,73
"Manta","farmacéutica","no","sí",735.44,"red municipal",460.1,322.44,96
"Ambato","metalmecánica","sí","sí",1695.23,"red municipal y pozo",828.4,773.96,101
"Cuenca","procesamiento de alimentos","sí","no",NA,"pozo",887.1,1004.7,71
"Ambato","química","sí","sí",1673.99,"red municipal y pozo",806.4,810.54,78
"Quito","textil","sí","sí",1022.92,"red municipal y pozo",751,762.91,84
